id,keyword,location,text,target
9807,sunk,,"How low have you sunk Alice, just clickbait for Rupert. Sad.",0
9808,sunk,"Manchester, England",Still not sunk in that I'm seeing today 🤘🤘,0
9809,sunk,"Abuja, Nigeria",Nsukka ppl have finally sunk lower... This pit seems to have no end.. Chukwu nna 😂😂😂😂😂😂 help them,0
9810,sunk,,"It's a pity we have sunk this low. Mugabe was bad,he over stayed,he was cruel but some of the things we are seei…",0
9811,sunk,"London, England",should demand accountability from abuses of command agriculture. Its now clear its not about food secu… https://t.co/giFheMbjRn,0
9812,sunk,Sverige,Warren has sunk to the level of cynical smear tactics. She's HRC 2.0. She has killed her campaign. He…,0
9813,sunk,NYC area now...,"Humans hv sunk to a new low. Baiting &amp; catching poor street pigeons &amp; glueing hats to their heads, which impedes th… https://t.co/udPWIx8unc",0
9814,sunk,"Hell, Underground",im fucking fallim asleep i dont see well and im hungry i kNOW THAT IT WAS THERE NOT WE ARE SUNK OK IM SORRY PLEASE… https://t.co/4hGJnRRBDL,0
9815,sunk,,"Makes perfect sense, the only alternative is that Bernie fucked up, which isn't possible because if he's capable of mortal er…",0
9816,sunk,"The Woodlands, TX",It still hasn’t sunk in my LSU TIGAHS. Are National champs.,0
9817,sunk,United States🇺🇸,We MUST put aside petty grievances. AMERICA is worth more than that. WE are worth more than that. If stupid things…,0
9818,sunk,,UAE/Indonesia: sunk investment https://t.co/v4GHau2kCe,0
9819,sunk,Hargeisa,Kulmiye party has sunk to a new low never seen worldwide or before in Somaliland politic ethical behaviour.President Bih…,0
9820,sunk,"London, UK",Against-#ClimateCrisis campaigners called #ExtinctionRebellion declared 'terrorists' by UK's in-effect Far Right Go… https://t.co/3g169zspMW,0
9821,sunk,"Tonbridge, South East","The Polish destroyer, ORP Grom, was sunk by an HE-111 during the Norwegian campaign, 4th May 1940. Her sinking and… https://t.co/KKuJMUjdjY",1
9822,sunk,,Good sense from JVL. Leadership \ deputy leadership candidates please take note. If you let the Board of Deputies decide who…,0
9823,sunk,Warwick,"The brexit ship has sunk, we're now just waiting to celebrate apparently, the finding of the wreck on the 31st",0
9824,sunk,Dallas TX,"It’s not that they had extra martial affairs, or that some of them are gay. Part of it could be in… https://t.co/RlTewdx0SQ",0
9825,sunk,"Louisville, KY",Cuz Sunk Cost Fallacy!,0
9826,sunk,,Damn I just watched a video and my heart sunk into my stomach...I don’t think I’ve ever felt this type of pain before,0
9827,sunk,The Real Internet,The biggest death toll we’ve ever taken in a war we inflicted on ourselves. We did this before the cataclysm of the… https://t.co/GQ9wHtGGbe,0
9828,sunk,Bristol UK,Good sense from JVL. Leadership \ deputy leadership candidates please take note. If you let the Board of Deputies d… https://t.co/PMJhaqMdQ4,0
9829,sunk,"Yeovil, England",That sunk that theory into the water 🙄,0
9830,sunk,"Missouri, USA",Yeah. I'll probably do it so that I can leave without invalidating all that sunk cost,0
9831,sunk,East Africa,"Ah alright, It’s understandable given the amounts and time he has sunk in to the project.",0
9832,survive,,13 January 1924 | A Czech Jewish woman Edita Kohnová was born in Prague. She was a student. She arrived at #Auschwitz…,0
9833,survive,"Sydney, New South Wales",It is life or death. I’m hoping democracy will survive the infiltration of so many self serving corporat… https://t.co/CXNzFNPaaZ,0
9834,survive,United States,This game was a metroidvania / collect-a-thon in way. Having to unlock new underwater boys that can survive at lowe… https://t.co/OjExpdv22b,0
9835,survive,Add your location,i forget rose's mum crushed the guy she loved under a piece of building and made her kill the soldiers… https://t.co/4dewsuD1Ss,1
9836,survive,"Bogor,Jawa Barat","Want to hug you right now 😭 i’m sorry for failed to protect you, thankyou so much for always survive and fight until the e…",1
9837,survive,Mataró,"These living, self-healing robots created from frog stem cells are small enough to travel inside human bodies. They can walk and…",0
9838,survive,,"These living, self-healing robots created from frog stem cells are small enough to travel inside human bodies. They can walk and…",0
9839,survive,,i will definitely survive because the zombies will run away because his loud ass https://t.co/wudUbu5khq https://t.co/pNMVym49fQ,0
9840,survive,,"I‘ll survive somehow, things always get better again",0
9841,survive,в пизде,They have no chance to survive ñsjdnsjs😂 #Haikyuu https://t.co/Pw228aCvmi,0
9842,survive,Australia,This is the last swift #parrot chick of the breeding season- who knows how she’ll survive when she returns to the char…,0
9843,survive,"Honolulu, HI",“Those mandarins who wish to survive the forthcoming purge would be well advised to keep in mind that SW1 is located in t…,0
9844,survive,UK,Love can drive you crazy... in more ways than one! Crazy Over You https://t.co/mBPSHveJiV Can #love survive infidelity?…,0
9845,survive,justinelouisse,Batangas can survive☝️🙏,0
9846,survive,London,Damien Green explicitly stating that the poor will now have to rely on charity to survive in one of the so called richest…,0
9847,survive,"Ahmadabad City, India","Reason why i am asking to #SaveAajTak, How will a channel survive when your Managing Editors will be busy…",0
9848,survive,,#JUSTICEFORX1 ONE ITs! Do not be discouraged when announcements of solo activities appear. Solo activities does not eq…,0
9849,survive,Lake District,Remember: 1. Arctic ice is melting 2. Butterflies are dying 3. Antarctica is collapsing 4. Lakes are shrinking 5. Air is p…,0
9850,survive,"Ranchi, India","Income across the country has stagnated, unemployment is soaring &amp; to make matters so much worse inflation is no skyrocketing…",0
9851,survive,South Africa | Durban,"We’ll survive in hell, yabo?",0
9852,survive,,She snapped. She clearly couldn't survive the pressure of primary when things turned south. She wil… https://t.co/5RKW3or3zd,0
9853,survive,,"#PakodaGormint wanted educated unemployed Indians to survive on a subsistence living, selling pakodas, but even that is not an…",0
9854,survive,,"First episode, andami ng realisation. How to survive in the middle of nowhere. #MakeItHappenWithYou https://t.co/DOrrb…",0
9855,survive,,How a common man can survive in these inflation and mehngai...look at the prices of products ...price of gold ..how… https://t.co/a4udGszJWB,0
9856,survive,Qatar,There's more. The UK is still denying the vile racism she's faced for 3 years. Enough is enough!! Thank God A…,0
9857,survive,Empangeni 035.,Unrelated: How do cars on the left survive speed humps? https://t.co/H6IQufbBhs,0
9858,survive,Kuala Lumpur,still wondering how the hell did i survive this,0
9859,survive,jedi temple,Never be ashamed of things you had to do to survive in Nairobi.,0
9860,survive,,FamilyCourt judges diminish abuse &amp; invalidate victims. They can cause ridicule and shame in front of your abuser. One…,0
9861,survive,"Fukuoka-shi Sawara, Fukuoka",I voted for him in the 2016 primary but was totally happy to vote for Clinton in the general. This time… https://t.co/pTzkivwaS4,0
9862,survive,"Cambridge, England","West Ham are the Newcastle of the south, a club doing the bare minimum to survive on the pitch so it remains a vehicle to e…",0
9863,survive,"Tanjong Dua Belas, Selangor",Please Know PTSD. We are not trying to be difficult. Just trying to survive in our own minds. https://t.co/8E8DfXjYfi,0
9864,survive,,The more I get older the more I realized you really NEED God in order to survive out here !,0
9865,survive,magic island,WOOOOOH!!! JESUS CHRIST LORD HELP US SOOBDERS!! I CANT I WONT SURVIVE THIS KWNDKWJSKW https://t.co/So5edxuHjv,0
9866,survive,In A Dancers Paradise,It’s clear that the narratives of people of color seem to only have “mainstream” value when we are struggling to survive.…,0
9867,survive,,"okay so minhos falsetto in levanter, and now they are making it english as if we are supposed to survive https://t.co/iw26J7o…",0
9868,survive,Kiama NSW Australia,"Joe Hockey spends more in one day, on a BBQ for his mates, than two people on Newstart get to survive on for a whole year. T…",0
9869,survive,A colder place...farther north,Going off the cliff at 60 miles an hour instead of 100 is still going off the c… https://t.co/bfEikhrtFh,0
9870,survive,Philippines,"Animal owners, I know you’re in a rush for own n family’s safety, but pls if you can’t bring them with you, un…",0
9871,survive,"Federal Capital Territory, Nig","To everyone who slept last night with so much thought of how to survive today,be rest assure that everything is gonna be oka…",0
9872,survive,Germany/Lithuania,PLS IF Y’ALL DO SOMETHING TOGETHER I’M NOT GONNA SURVIVE,0
9873,survive,,Chan: every time I'm confronted with a problem and I feel desperate and helpless I look at a picture of us together St…,0
9874,survive,"Alberta, Canada","But as I said, different ethnic groups have very different traits, diff… https://t.co/pZKgxkbpz4",0
9875,survive,Agloe,read big fat books amd write big fat books. that is the only way to survive in this hellhole.,0
9876,survive,"Delhi, Karaikal",Aravalli belongs to wildlife not to the humans with inhuman behaviour. It is home to speechless creatures. Stop illegal cons…,0
9877,survive,"Mumbai, Nasik, Pune","Trust me, not one of this lot will survive in any industry besides their own cocoons for 5 mins. Low on research and rea…",0
9878,survive,Sinking in the Darkness,"Can we stop with ""we survived Pinatubo, we survived Ondoy, we will survive this?"" YOU survived it. Many people did not. Yo…",1
9879,survive,,Cancelling plans is ok. Staying home is ok. Posing as a substitute teacher with no qualifications is ok. Refusing to teach t…,0
9880,survive,7 or nothing,WE GON SURVIVE,0
9881,survive,"Lagos, Nigeria ",7 things about you. 1. You have kept the notifications on for FC Barcelona. 2. You…,0
9882,survive,Nottingham UK,Goals that survive beyond Easter.... I am speaking at Positive Networking in Lincoln next Monday om this very topi… https://t.co/HUEeB9Aj4T,0
9883,survive,,"To be honest I do not see that happening. Already the same old memes, the same going round…",0
9884,survive,,I wonder what its like to survive a standby 🤔🙄,0
9885,survive,,It is not freedom when you have to work three jobs just to survive. It is time to say that real freedom must include a l…,0
9886,survive,,Moas..lets make a promise.. No matter what happens..We will try our best to never let solo stans survive in this fando…,0
9887,survive,,"Progressive Royal is exactly how Princess Diana raised her children, even with hostile press threateni… https://t.co/drxbC7pbsY",0
9888,survive,"Nairobi, Kenya",Even animals have figured out that they can only survive if they work together. Humans though...,0
9889,survive,,『 Who's the killer? 』 »do you want to play a game? its just simple just play your role and survive. »a st hosts horror au »…,0
9890,survive,Kenya,"It's SIMPLY IMPOSSIBLE for this country to survive 2020, 2021 &amp; 2020 in the current state of COVERT &amp; OVERT WARS between…",0
9891,survived,,There have been a number of trade deals which have been started but haven’t survived. We don’t want UK-EU or UK-US to be…,0
9892,survived,my house,"I wonder if there was no religion or politics, how many of us would have survived on twitter?",0
9893,survived,hopeless place,I can’t believe we survived this ERA. https://t.co/AAJTa3Zwgp,0
9894,survived,,"Guys, I am finished. Everything I have in this life. My certificates. Everything. The only thing that survived are the ph…",0
9895,survived,,you've no idea the suffering and horrors that some of us have survived.,0
9896,survived,,Locals residing at the foot of Taal Volcano went back to retrieve animals who survived the ashfall on Tuesday. https://…,1
9897,survived,yoongiyomfiyomgiyoongleyunki,I survived :) I‘m happy,0
9898,survived,"Oxford, England","People in the camp were freezing having survived one of the biggest earthquakes in the world claiming lives of 75,0… https://t.co/VsjjpEQ1Sk",1
9899,survived,Nazreen,"Total of almost 8 hours at the hospital early this morning, with the died phone's battery, freezing temperature, no… https://t.co/wdQARxta2u",1
9900,survived,भारत,Australia is airdropping vegetables from helicopters to feed the animals that survived the bushfires https://t.co/JGmYGNrU…,1
9901,survived,RUIRU,Firing of Mwangi Kiunjuri was long over due. The fella has really survived. By the way what about the other mouthy Eugen…,1
9902,survived,In the middle of winter,OMG yes👏 👍#HouseOfCards 😭 BTW I'm glad U survived but I'm not sure for myself 😂,0
9903,survived,"Brussels, Belgium","I wholeheartedly and unironically support this, it's the only way I survived my PhD. https://t.co/AQY4Zo4itu",0
9904,survived,,Good news: most of the cookies survived Bad news: everything else,0
9905,survived,,AaAaaaAaaccCcCckkKkkkkk survived!!!!,0
9906,survived,Sydney,One of the greats. Rob Hall would have survived on Everest in 1996 but he stayed near the top rather than abandon a stri…,0
9907,survived,New Zealand,"These comments, nobody cares about the dead driver, they only care for those who have titles, Anyway get well soon for tho…",1
9908,survived,,"Survived, but hands are shaking for some reason.",0
9909,survived,"Southern California, USA",Y’all forget survived Angola he a real 1 fasho fasho https://t.co/MwgBaiRU5g,0
9910,survived,Ballina nsw australia,. survived a second-set comeback to advance to the second round at --&gt; https://t.co/GwPVuvRNdB https:/…,0
9911,survived,,And of my many kids. The kids who came home survived. Johnny Herbert and Eva.,0
9912,survived,Judar's ass hopefully,"oh wait he survived good, I like him https://t.co/3acc5YXP8V",0
9913,survived,"El Dorado Hills, CA",British woman thought deadly nerve agent was perfume LONDON -- A British man who survived exposure to the deadly https://t.co/ATUxW3hg3d,1
9914,survived,Oz,Australia is airdropping vegetables from helicopters to feed the animals that survived the bushfires https://t.co/tOvpkU7C…,1
9915,survived,multifandom,"stanning exo is a roller-coaster ride full of emotions &amp; surprises. we've survived members leaving, dating scandals, military…",0
9916,survived,Indonesia,"Yes you are, queen! You survived lots of bad shit in your life, and now you're more than yourself. St… https://t.co/dk0tOsWTwP",0
9917,survived,😂,Not everyone staring at you is admiring you. Some are amazed you survived the traps they set for you 😂,0
9918,survived,🇰🇪 | 🏁™,Minister of Congratulations has survived?? https://t.co/8IaavSmTpQ,0
9919,survived,Linguini's Chef Hat,"But i guess, im still thankful that i survived from all that shit. If i didn't packed up my bags and let go im prolly a single mother rn.",0
9920,survived,France,"VIDEO: Prudent preparation, early warning systems, and seemingly divine protection saved lives during Jan. 8 ballistic missile…",0
9921,survivors,Nj,Chonk vs perma kibben No survivors,0
9922,survivors,Europe,"Today in 1842 a shattered army surgeon, William Brydon, made it to Jalalabad bringing news that a British army had been…",0
9923,survivors,"Arbitrarily Detained,Australia",U TRIVIALIZE &amp; HURT THE FEELINGS OF HOLOCAUST SURVIVORS &amp; THE FEELINGS OF THE VICTIMS OF THE CHRIST… https://t.co/GeWMsdLUVr,1
9924,survivors,"Lucknow, India",So proud of &amp; team for doing some great work. We will pray and wish all the survivors a happy…,0
9925,survivors,"London, England","Having watched the #Exposed documentary, I was struck by the courage of the survivors speaking out against horrific man…",0
9926,survivors,"Baltimore, MD","When you co-opt a tagline intended for rape survivors, because feminism.",0
9927,survivors,"I live in Karachi, Pakistan.",Read 's informative oped about peacekeeper sexual abuse. We have info on what survivors need. Less clear…,0
9928,survivors,,"4,000 people have given 1 Star rating in #IMDB to bring down 's #Chhapaak rating.. How petty ppl can get.…",0
9929,survivors,"Llanelli, Wales",Great call by ⁦⁩ supporting paid leave for survivors of #DomesticAbuse - all employers have responsibil…,0
9930,survivors,,Say this to Austchwitz survivors https://t.co/pkr7kwtay3,0
9931,survivors,London,Just out - Pushing the limits of recovery in chronic stroke survivors: User perceptions of the Queen Square Upper Limb Neu…,0
9932,survivors,"Bengaluru, India",Girls like spend 400 on a movie &amp; share on Twitter ! Boys donate 4000 to Bharat ke veer for Ind…,0
9933,survivors,Australia,I rarely read game chat unless it was mutually enjoyable for killer and survivors!,0
9934,survivors,"Khanpur, Pakistan",How many days will it be to appeal to those who regularly regulate the Department of Water Management's contract employees…,0
9935,survivors,India,"Saw #Chhapak last night. Powerful film about acid attacks, an evil phenomenon well known in India. Acid attacks are a…",0
9936,survivors,West Yorkshire - UK,"We are deeply concerned that it is taking so long for victims to receive justice, including survivors of domestic abuse. The…",0
9937,survivors,DTX3,If you play killer in Dead by Daylight and puppy guard hung survivors and tunnel them I’ll spank your ass irl,0
9938,survivors,preferably on a glorious bed,"Come support tomorrow. This is an incredible violation of survivors rights,on top of the pain of having to experienc…",0
9939,survivors,Holy Land of Texas,"Tomorrow, I will meet with survivors of human trafficking and their caregivers in Atlanta, GA as we work to end the evil s…",1
9940,survivors,"Charlotte, NC",From the Survivors...,0
9941,survivors,"Barnstaple, Devon, England",Just watched #Exposed on BBC iPlayer this evening. The accounts are still shocking and the demonstrable learning for the C…,0
9942,survivors,"International, interdenominational.","There are one or two exceptions in the hierarchy prepared to stick their necks out, w… https://t.co/AGLceM6A1P",0
9943,survivors,"Barnstaple, Devon, England",Everyone in a position of leadership in the Church needs to watch ‘The Church’s Dark Secret’ on BBC2. A terrifying study int…,0
9944,survivors,,Ordinary citizens pitch in whatever help they can to the survivors of #TaalEruption2020. While your president opt to eat…,0
9945,survivors,Here and There,call me a bad feminist but i would rather be given away with a dowry and spend the rest of my life scrubbing my husband’s f…,0
9946,survivors,,Acid Attack survivors in Uttar Pradesh celebrated ji's birthday. #happybirthdaypriyankagandhi https://…,0
9947,survivors,,Let’s hope the Catholic Church response is a major improvement on how they treated thousands of survivors sexually abuse…,0
9948,survivors,"Gloucester, England","LATEST A new BBC documentary detailing the case of the serial abuser Peter Ball, a former Bishop of Lewes and Gloucester,…",0
9949,survivors,"I live in Karachi, Pakistan.","This is a brilliant and long overdue series of short, v watchable videos featuring Gulag survivors telling their stories…",0
9950,survivors,,If anything can ease the heartache and horror of what’s been happening in Australia it’s knowing that the heavens have o…,0
9951,survivors,"Kampala, Uganda","Did you know that, Violence against women unabated despite laws &amp; polices to protect victims &amp; survivor…",0
9952,survivors,"Chicago,IL","When you co-opt a tagline intended for rape survivors, because feminism. https://t.co/ydouKUxAQ3",0
9953,survivors,"Staffordshire,England",Day 14 of Puppyfarm Survivors Jessica a cavalier is in a wonderful foster home where every possible care is taken of her s…,0
9954,survivors,England,Couldn't agree more with this piece by on the need for a parallel strategy for male victims and the need f…,0
9955,survivors,,Pinatubo survivors send humanitarian team to Taal victims https://t.co/VgtYxE6SBQ #TaalVolcano,0
9956,survivors,in between walls,"Along with , we’re doing relief operations for the survivors of the Taal Volcano Eruption. We’re reaching o…",0
9957,survivors,she/her,"The Russell Simmons survivors, in their own words: https://t.co/sTqMiXLebV",0
9958,survivors,"Ahmedabad City, Gujarat,India","You have not only made a bold decision by choosing such a serious topic as your first production venture, but also given…",0
9959,survivors,"Outer limits, via TARDIS",A smear campaign is the targeting of person for social harm &amp; isolation It's used so a person wont be believed or be con…,0
9960,survivors,"Troy, AL",This year marks the 20th anniversary of the Trafficking Victims Protection Act. The FBI takes a victim-centered approach on these…,0
9961,survivors,Portugal,"Please help support Support Skating Survivors, add a #Twibbon now! https://t.co/Vg6lAx2eSm",0
9962,survivors,Pearl of Africa,"Did you know that, Violence against women unabated despite laws &amp; polices to protect victims &amp; survivors.",0
9963,survivors,"Petaling Jaya, Selangor","8/ I want to thank all of you for your solidarity. I received a fair share of online abuse, Ruban’s wife &amp; sister created Twitt…",0
9964,survivors,"South East, England",Watching this tonight as I was working yesterday evening - if you haven’t seen it yet then join me on iPlayer. And… https://t.co/W8xsWoliT2,0
9965,survivors,"Petaling Jaya, Selangor","2/ Soon after, Ruban threatened to sue me unless I deleted my Twitter thread. He did the same to another person who had come fo…",0
9966,survivors,Estados Unidos,"To Trump, a life in Texas is worth more than a life in Puerto Rico. Within nine days of hurricanes Harvey and Irma survi…",1
9967,survivors,"London, United Kingdom",Couldn't agree more with this piece by on the need for a parallel strategy for male victims and the n… https://t.co/TtckUAq82C,0
9968,survivors,"Lagos, Nigeria","''s : UN peacekeeping has a sexual abuse problem - ""Survivors of violence, displacement and poverty shouldn…",0
9969,survivors,shh i'm hiding frm stupd peeps,This 👇❤ #TaalEruption2020 https://t.co/iCUgJqNlNb,0
9970,survivors,,"Honestly, I didn’t watch ‘Chhapak’ because it implies that “Only women are acid attack survivors” ignoring the fact tha…",0
9971,survivors,97654 Bastheim,"Hi, everyone❗️Here's how you can help the survivors of the Taal Volcano Eruption. Proceeds will go straight to the famili…",0
9972,survivors,Subspace,Like this isn't a case of narcassism it's a case of safety. You'll never get this of co… https://t.co/yINrxyrSC4,0
9973,survivors,Australia,Playing killer is hard enough because it’s purely a solo effort. I’m a survivor ma… https://t.co/RFaMc6veoJ,0
9974,survivors,DTX3🎒🩸,If you play killer in Dead by Daylight and puppy guard hung survivors and tunnel them I’ll spank your ass irl,0
9975,terrorism,cairo egypt,That awkward moment when everyone at the meeting is asking who invited #Turkey to a meeting about #Libya? The fact that #Erdo…,0
9976,terrorism,,Caught a criminal on record speaking in behalf of the #terrorism Audio : prior to the photo.… https://t.co/5V8hfME57A,0
9977,terrorism,kolkata,"Bagga thisbis what the problem, u try to polorise terrorism with religion Remember a terrorist is… https://t.co/bY9WNJqWnd",0
9978,terrorism,The Evil Empire!,Trump retweets Pelosi in Muslim garb. WH says he did it to show that Dems support terrorism. Muslim garb equals terrorism? T…,0
9979,terrorism,"Knoxville, TN","The White House Press Secretary just equated Muslim garb with terrorism, and it's barely a blip in the news cycle. It's been…",0
9980,terrorism,India,"Bollywood &amp; Liberals have much hatred for Hindus. They try to make Hindus look like terrorist &amp; fascist, like in the m…",0
9981,terrorism,,"Breaking News: U.S. Attorney General William Barr, declaring last month’s shooting at a naval air station in Pensacola, Florid…",1
9982,terrorism,,These are the times &amp; days of the corrupt gov &amp; charlatans that are now cabinet ministers. Only a profoundly…,0
9983,terrorism,"Riverside, California",Donald Trump posted a doctored photo with Democratic leaders dressed as Muslims. Trump’s press secretary said he did it to show…,0
9984,terrorism,Delhi,"Imran Kassim, First Singaporean charged with terrorism financing admits to giving money to ISIS He argued he had not b…",0
9985,terrorism,"Chicago, IL","Unlike many of my co-workers who only wanted a paycheck, I used that time to study violent crimes, terrorism, count… https://t.co/8EbMlQ6qbA",0
9986,terrorism,WSJ once claimed I'm a bot,"Resurgent prohibitionism, largely fueled by increasingly extreme state-sponsored #smoker-hater terrorism, has been… https://t.co/fstSywLzWM",0
9987,terrorism,Occupied Iran,"Dear Sec.Pompeo- Pls don’t negotiate w the regime that’s been arresting, torturing, hanging, maimi…",0
9988,terrorism,,New in : Does bottom-line pressure make terrorism coverage more negative? Evidence from a twenty-newspa… https://t.co/5jHo9bMvxM,0
9989,terrorism,"Italy, Lebanon, Afghanistan",#France agrees to send more troops to #WestAfrica to fight #IslamicTerrorism https://t.co/NwV07Yi7nZ https://t.co/6SS2JxypBa,1
9990,terrorism,"London, UK",The Brexit policy was coherent with wrong premise: let's change the rules of the finish… https://t.co/4TnDpow7jy,0
9991,terrorism,,"Jihadi attack in NYC. Guess who is involved? A Paki. Has to be, after all the home to terrorism",1
9992,terrorism,Trespassing sm1's Twitterspace,"See his hypocrisy? On the one hand he says terrorism hsd no religion, to sugarcoat t… https://t.co/0m0t9GkNYO",0
9993,terrorism,"Cairo, Egypt",That awkward moment when everyone at the meeting is asking who invited #Turkey to a meeting about #Libya? The fact… https://t.co/6E7m3v6Qe1,0
9994,terrorism,,Congress has time and again found religion in terror. They coined the terms Saffron Terror and Hindu terrorism. At the behes…,0
9995,terrorism,,"3yrs after IPOB formed Biafra security Service, d Yoruba leaders unike d Igbo counterparts, fromed AMOTEKUN against Nig govt t…",0
9996,terrorism,www,France agrees to send more troops to West Africa to fight terrorism https://t.co/FoGctmyS2j,1
9997,terrorism,USA,"While the press feasts off a tiny ""he-said, she-said"" tiff between Warren and Sanders, Trump is Cutting 700,000 off food stam…",0
9998,terrorism,North Pole,● NEWS ● #meduza #russia ☞ Man who made Russia’s first fake #Putin gravestone faces #terrorism charges for an onlin… https://t.co/r07uC2A0AU,0
9999,terrorism,UK,Donald Trump posted a doctored islamophobia photo with Democratic leaders dressed as Muslims. Trump’s press secretary said he…,0
10000,terrorism,United States,"AG Barr on Pensacola Attack: “This was an Act of Terrorism"" https://t.co/l8L0phDYKr",0
10001,terrorism,Hindustan,Things Muslims discuss in their What's App Groups : Love Jihad Radical Islamic Terrorism Islamic Nation Dividing India…,0
10002,terrorism,,Why aren’t Bhakts asking for Davinder Singh to be hanged? Just because he doesn’t he a Muslim name? Normally when a Muslim…,0
10003,terrorism,Larrakia,"RT #FightExtremism ""From Belgium to the United Kingdom - lawmakers continue to voice concern over risk posed by sel… https://t.co/ulYsCuw4OG",0
10004,terrorism,,"‘Completely flustered’: John Kerry slams Trump tweet about Iran Deal funding terrorism, then is shown what he said… https://t.co/0HWNEgLM1L",0
10005,terrorism,"Lynden, WA","At least they admit the Soleimani, Quds Force, &amp; Iran were causing terrorism &amp; violence for decades... https://t.co/K93Nd…",0
10006,terrorism,,"""While the most serious offences, such as murder and terrorism, continue to be dealt with in… https://t.co/c6tWOpbOXM",0
10007,terrorism,"Nairobi, Kenya",What did you want him to say? Pass his condolences? Matters of defense and terrorism can't be thrown ar… https://t.co/64cJazqOfs,0
10008,terrorism,,Lol at justifying American terrorism by claiming that Solimani was t… https://t.co/55d1xV7chB,0
10009,terrorism,"Seattle, WA",Not jihadist Islamic terrorism? Did he mention it being the first terrorist attack on US soil since 9/11?,0
10010,terrorism,"New Delhi, India","All national security experts, anti terrorism journos are silent on arrest of Devender Singh while ferrying 2 wanted Hizbul…",0
10011,terrorism,,Wtf is anti muslim 🙄😂. We are anti terrorism and Oooops who commits them.,0
10012,terrorism,"Stockholm, Sweden",Terrorism by proxy. https://t.co/Q6TWSIMV53,0
10013,terrorism,Bharat (Hindustan),"It means, u r openly admitting that #Terrorism has a #Religion! Is not it? #Khangress party must clears it's stand… https://t.co/nN83hrpPVD",0
10014,terrorism,,Sri Lanka PM Mahinda Rajapaksa has ordered Muslim Religious Affairs Department to register all Madrasas with the Department &amp;…,0
10015,terrorism,"Noida, India",Dysp Davinder Singh who has been attested for escorting terrorists is not a MUSLIM. Islamophobics should understand TERR…,0
10016,terrorism,"Cobham, England",UGANDAN GOVEMENT PLANING TO IMPLICATES PEOPLE POWER IN TERRORISM. https://t.co/pdwTJjfYSL via,0
10017,terrorism,,Bernie Sanders - Every direct reference to Israel was negative Never mentioned Pakistan or its abuse of human rights Never…,0
10018,terrorism,,Hong Kong police terrorism 2020 https://t.co/VZ7CaeyFiZ https://t.co/zTknWoCPS3,0
10019,terrorist,,"Then Obama, bush should come out to explain too. Killing a declared terrorist years ago ... what… https://t.co/VBsKzqLIzj",0
10020,terrorist,,Suleimani's terrorist was a friend of the democrats and the killer of the people of the Middle East,0
10021,terrorist,"Mumbai, India",He is speaking like terrorist. https://t.co/gAgQ8YxEPy,0
10022,terrorist,"London,U.K.Or Europe.","There are no laws in Iran that protect women's rights. The Western world, the UN, the EU, the ICC and even the media are…",0
10023,terrorist,"Lucknow, UP, India",He is impulsive in nature and very much matches with volatile personality of Indian PM who is a serf but enjoys vas… https://t.co/FDRwqqC3i7,0
10024,terrorist,,Because #IraniansDetestSoleimani and are grateful to USA for terminating this bloodthirsty terrorist who…,0
10025,terrorist,,"President just now: ""We killed Soleimani, the number one terrorist in the world by every account . . . Whe…",0
10026,terrorist,Follow for Follow,A terrorist fires upon American heroes. His iPhones are lawfully seized. A federal court authorizes searches of the data o…,1
10027,terrorist,,. says Soleimani was in many ways the corner stone of the Iran nuclear agreement made by Obama admin. …,0
10028,terrorist,,Isn't it strange that the BJP Govt &amp; its supporters aren't on chest thumping mode even after arresting terrorist Davinder…,0
10029,terrorist,,Still waiting for story on terrorist Davinder Singh. Itna sannata kyun hai chacha and chachi…,0
10030,terrorist,,So good to see the government protecting us from terrorist threats like - *checks notes* - children desperate not to le…,0
10031,terrorist,"London, England",Whole nation now which party behind all the terrorist attack in India and including Kargil war ?? and… https://t.co/wE8ujHN6yQ,1
10032,terrorist,,"British Police have classified the Extinction Rebellion as an extremist organisation. A spokesman said: ""A 17 year old gi…",1
10033,terrorist,,Diplomatic malpractice? UK is parroting US line &amp; blindly abetting its terrorist adventurism in our region The last time UK w…,0
10034,terrorist,yamunanagar,"#Budgam encounter update: The one terrorist, who was killed, has been identified as Adil Gulzar Ganie of Dalvan Budgam. As per pol…",1
10035,terrorist,Nairobi,It’s one year since Riverside 14 and no one is talking about it. I guess we move on. Were the perpetrators and terr… https://t.co/CMrPUd2V96,0
10036,terrorist,,US Empire killed over 20m people in 37 victim nations since World War 2. There hasn’t been a single year of peace since then…,0
10037,terrorist,"Екатеринбург, Россия",American terrorist soldier in the United States!,0
10038,terrorist,United States,"Pompeo: ""I was one of I think eight members of Congress who sponsored legislation asking the previous administration to des…",0
10039,terrorist,Somewhere,Even terrorist accused is not safe in Modi sarkar.,0
10040,terrorist,"Auckland, New Zealand",Aimed at dimmish HongKongers by using our tax money. #China_is_terrorist #StandWithHongKong,0
10041,terrorist,"Ohio, USA",An ANGRY AGNOSTIC Groupie pushing buttons Who says you can't EXPLOTE Kids terrorist traffickers W einstein E pste… https://t.co/RFTshw30nT,0
10042,terrorist,,Of course they are silent. They can't admit he made the right call nor give credit to the president for taken out a terroris…,0
10043,terrorist,TELANGANA,"But we can see we are not like LWs who always defended Mohammad Afzal Guru who was a Kashmiri terrorist, who was convicted…",0
